person_id,first_name,last_name,address1,address2,address3,email,phone,DOB
19820316-5911,Evald,Bergqvist,Eklund Allé 39,Överkalix,94633,viveka94@holmberg.biz,+46 143 014 917,1982-03-16

19990725-7802,Nancy,Viklund,Hamngränd 67W,Edsbyn,91051,herbert.lund@hotmail.com,076285309,1999-07-25

20020815-4721,Gudmund,Viklund,Hellström Allé 477,Mora,548 06,mans.lundgren@yahoo.com,+46(0)8194460,2002-08-15

20180317-8343,Per-Ola,Jonsson,Ringvägen 82I,Fagersta,601 96,alexius.lindgren@gmail.com,08-527 57 62,2018-03-17

19830703-2222,Disa,Lind,Drottninggränd 337,Bårslöv,93539,holmqvist.jimmy@gmail.com,+46 934 427 644,1983-07-03

20090827-0890,Ewa,Dahlberg,Kungsgränd 135,Ilsbo,709 67,astrid.lundgren@bergman.com,+4673421724,2009-08-27

20211006-7880,Fridolf,Andersson,Kungsgränd 4,Bleket,22045,egunnarsson@holmgren.net,+46791928651,2021-10-06

19830812-0386,Annie,Holm,Månssonbacken 3790,Tierp,31690,lfredriksson@johansson.biz,0718249411,1983-08-12

19890418-3289,Agne,Nilsson,Holmqviststigen 1,Bjuv,49128,beda82@gmail.com,08-90 59 52,1989-04-18

19970131-9775,Gully,Henriksson,Vasagatan 9,Zinkgruvan,606 63,ingamaj.soderberg@magnusson.com,+46(0)864045751,1997-01-31

19970703-3088,Saga,Ström,Tykogränd 72,Buskhyttan,47220,rhedlund@hotmail.com,0108-427 01,1997-07-03

19800610-7248,Magnhild,Håkansson,Louisgränd 27,Huaröd,117 50,akesson.desiree@yahoo.com,+46 (0)8 423 47 63,1980-06-10

20180730-9001,Susanna,Nordin,Engelbertstigen 450,Örkelljunga,28029,martensson.thorvald@sundberg.net,+462285116,2018-07-30

19781018-2109,Sonja,Löfgren,Kungsliden 76G,Furudal,696 50,ingvar.lundberg@berglund.org,+46 (0)197 037 91,1978-10-18

19910117-1645,Vivi,Ekström,Gustafgatan 85,Burgsvik,24869,sgunnarsson@gustafsson.com,+46(0)798388058,1991-01-17

20130515-5986,Signar,Lindqvist,Lillvägen 961,Juoksengi,564 38,claesson.matts@hotmail.com,+46 (0)26071214,2013-05-15

20150818-4666,Majbritt,Lundgren,Engströmgatan 9041,Hova,851 04,johanna13@yahoo.com,044-24 54 48,2015-08-18

19850702-2976,Ingeborg,Mårtensson,Brunnsbacken 27,Vårdsätra,89209,larsson.nanna@gmail.com,0841-963 38,1985-07-02

20080304-3142,Sally,Viklund,Bengt-Olofliden 49U,Heby,851 87,thorsten37@gmail.com,020-348 679,2008-03-04

20140209-9193,Syster,Sundqvist,Drottningstigen 6576,Markaryd,47103,persson.assar@ivarsson.com,058-262 777,2014-02-09

20180911-2656,Brita,Månsson,Hamngatan 4122,Karlsvik,78587,elving.mattsson@olsson.com,+46 (0)619 656 27,2018-09-11

19750315-8838,Gerda,Lundgren,Storgränd 5885,Broaryd,26854,ulindqvist@gmail.com,08-340 241 70,1975-03-15

20010614-6219,Daisy,Olsson,Björkgatan 944,Tumbo,24190,agaton42@yahoo.com,093129230,2001-06-14

19780506-8792,Ruben,Sundström,Ringbacken 392,Hallstavik,96488,bror.persson@hedlund.com,+46(0)96960158,1978-05-06

19910124-1389,Emerentia,Jönsson,Kungsvägen 4,Blötberget,96998,beda.lundberg@yahoo.com,+46 803 377 826,1991-01-24

20120823-2613,Hasse,Åberg,Lundvägen 6D,Hjärup,23061,rstrom@bergstrom.info,+4691946924,2012-08-23

19921220-6731,Algot,Hansen,Ringvägen 941,Stora Bugärde,63023,alexius25@hakansson.com,+46(0)8414285,1992-12-20

20030514-2422,Magni,Bergström,Åbergstigen 1Y,Allerum,123 23,lholmberg@hedlund.com,0158817776,2003-05-14

19731205-6333,Lars,Isaksson,Blomqvist Gata 4,Falun,28405,marika44@gmail.com,042-04 59 82,1973-12-05

20010527-3264,Torgny,Lundqvist,Kungsbacken 9V,Hasslarp,53026,torvald.ek@hotmail.com,08-66 60 02,2001-05-27

20151027-9688,Adele,Forsberg,Ingeborggatan 41D,Älmhult,78992,hasse98@hotmail.com,+46(0)89714593,2015-10-27

19980412-3446,Torsten,Dahlberg,Erikliden 6,Nälden,81911,olofsson.ylva@yahoo.com,08-859 94 72,1998-04-12

19781021-3916,Douglas,Hellström,Linnégränd 316,Falla,21481,pettersson.dennis@yahoo.com,063644291,1978-10-21

19990105-1132,Andreas,Öberg,Ringstigen 5Z,Kallax,92985,dahlberg.vilhelm@gmail.com,+46 (0)693 222 26,1999-01-05

20080722-9873,Roine,Holmqvist,Ringbacken 76D,Åhus,128 30,holmberg.ingela@nordin.com,+4686509108,2008-07-22

20121012-4201,Lars,Bergqvist,Ringvägen 1,Sandared,553 54,johnny.oberg@hotmail.com,0550-161 09,2012-10-12

20170617-0436,Halvar,Ivarsson,Dahlbergliden 968,Frillesås,883 00,hildegard.lindstrom@gmail.com,062-183 78 42,2017-06-17

19820319-3133,Tomas,Fredriksson,Perssongränd 1647,Grytgöl,81512,fsamuelsson@gmail.com,+46 (0)944 516 79,1982-03-19

20051217-2731,Marie-Louise,Hermansson,Lundgrenbacken 13,Alstad,604 44,lucia91@jonsson.com,034-717 60 66,2005-12-17

19820910-0227,Marja,Hellström,Gustafssonliden 2W,Frändefors,98053,jacob.claesson@palsson.info,+46 (0)422 687 55,1982-09-10

19850225-3152,Lars-Åke,Norberg,Brunnsgatan 660,Gimåt,15695,vanja91@blom.com,0535-595 20,1985-02-25

20091031-8753,Jonny,Lindqvist,Christelbacken 8267,Tylösand,796 86,jholmqvist@ivarsson.com,08-527 54 81,2009-10-31

19981120-4344,Henning,Sundberg,Wernergränd 62J,Sysslebäck,118 17,rbengtsson@gmail.com,047927353,1998-11-20

20141201-1731,Sally,Eliasson,Sjövägen 94,Lillkyrka,80495,thorbjorn51@lindgren.com,08-710 33 44,2014-12-01

20010624-3004,Herta,Larsson,Drottningstigen 33,Stora Herrestad,229 49,wmartinsson@hotmail.com,+46 (0)89 50 02 73,2001-06-24

20100925-6876,Ann-Margret,Månsson,Storvägen 85,Åsele,185 53,sundberg.gideon@yahoo.com,0815-317 56,2010-09-25

19860418-3201,Engelbrekt,Bergqvist,Sjöliden 6V,Brunn,67811,cholmgren@hotmail.com,08-334 84 95,1986-04-18

19810831-0365,Sally,Wikström,Annelibacken 775,Ensjön,52621,karola79@bengtsson.com,077-12 35 80,1981-08-31

20000428-1639,Konstantia,Ek,Teresiavägen 4,Östraby,86696,istrom@gustafsson.net,08-348 53 70,2000-04-28

20000429-8311,Per-Anders,Håkansson,Vasagränd 2,Urshult,96346,pia37@hotmail.com,+46(0)3664274,2000-04-29

20081214-6050,Waldemar,Holmberg,Hamnvägen 391,Barsebäckshamn,111 13,leander.hansen@akesson.com,+46 647 670 183,2008-12-14

19970506-9630,Mari-Ann,Bergman,Sandberg Backe 80,Edsbyn,805 20,larsgoran64@astrom.net,+46 (0)948 274 463,1997-05-06

19700320-4823,Åsa,Larsson,Mariannvägen 98,Spjutsbygd,50804,holm.siri@lundberg.info,+46(0)5188407,1970-03-20

19810630-6038,Ronald,Lundgren,Linnégatan 8396,Korsträsk,14543,qsjoberg@martensson.info,+46907425885,1981-06-30

19750425-7259,Ethel,Eklund,Bergmanbacken 4R,Timsfors,888 53,cnystrom@yahoo.com,+463243200,1975-04-25

20170808-9206,Gustava,Samuelsson,Vasabacken 21,Oxie,91673,kennet.blom@gmail.com,08-460 56 67,2017-08-08

19730728-2438,Iréne,Holmberg,Sjöberggatan 504,Delsbo,681 94,alvar96@nyberg.com,0206999823,1973-07-28

20080218-9178,Mikael,Berg,Linnégatan 91,Styrsö,813 31,eriksson.maud@hotmail.com,08-253 96 42,2008-02-18

20040527-1469,Edla,Lindgren,Åbergbacken 8,Svarte,773 62,hilmer24@yahoo.com,+46 (0)20 12 30 99,2004-05-27

19880810-8832,Aina,Sjöberg,Fredsvägen 1X,Stamsjö,336 48,samuelsson.gustaf@yahoo.com,0368-114 34,1988-08-10

20081216-2502,Elvir,Holmgren,Sigfridvägen 961,Törestorp,90085,lundin.nancy@jonsson.biz,+46(0)428638960,2008-12-16

19960228-6213,Barbro,Håkansson,Fredsgatan 6055,Roknäs,99679,ihedlund@gmail.com,+46 (0)723 794 36,1996-02-28

20160209-4382,Fingal,Ström,Drottninggränd 98V,Simrishamn,87415,anja94@gmail.com,08-579 607 31,2016-02-09

19721029-5616,Amanda,Johansson,Fredsliden 1L,Gessie villastad,93955,sberggren@lindqvist.com,049-308 34 31,1972-10-29

19730802-6967,Ida,Mattsson,Solveiggränd 50,Visby,27198,hellstrom.christine@ivarsson.biz,022-68 80 19,1973-08-02

19971029-1807,Vidar,Olsson,Brunnsbacken 5,Staffanstorp,196 38,salomon72@mattsson.com,010737195,1997-10-29

19810830-0515,Efraim,Wallin,Nordström Gata 491,Långvik,67651,edla05@martensson.net,+46(0)23576892,1981-08-30

20160602-1085,Helén,Lundgren,Lundbergvägen 679,Krokom,428 59,mans38@axelsson.org,+46 892 665 904,2016-06-02

19951220-6890,Sölve,Jonsson,Storbacken 265,Hammarstrand,316 59,sundqvist.karljohan@yahoo.com,010719318,1995-12-20

20050912-6059,Valter,Engström,Drottninggatan 823,Jädraås,95002,lofgren.judith@lund.biz,036645076,2005-09-12

20081024-7024,Carl-Johan,Sundberg,Ringliden 33P,Bruzaholm,52073,majlis25@samuelsson.com,091228115,2008-10-24

20080620-2815,Aldor,Eklund,Wikströmliden 9I,Åsenhöga,45174,bergman.simon@axelsson.net,076664551,2008-06-20

19750116-1459,Anton,Öberg,Vivecabacken 359,Reftele,80118,eklund.leander@gmail.com,+466881245,1975-01-16

20160806-6247,Hilda,Sundström,Holmstigen 154,Långasjö,991 80,svenolov21@hotmail.com,+46 (0)51222849,2016-08-06

20110719-3916,Engelbert,Andersson,Bergqvistliden 1K,Vålberg,24152,augusta63@lofgren.com,+466878890,2011-07-19

20180207-1136,Mauritz,Löfgren,Sjögränd 29Q,Kvänum,682 74,djonasson@gmail.com,+46(0)822796522,2018-02-07

19790316-1222,Edmund,Samuelsson,Herbertgatan 1,Persberg,57283,gforsberg@hotmail.com,042-358 373,1979-03-16

20020907-8534,Fredrik,Nordström,Lillgränd 77,Kyrkheddinge,25361,bengtsson.beata@forsberg.com,021699221,2002-09-07

19880423-7872,Ulla-Britta,Jonsson,Hedlund Väg 77B,Åmotfors,258 99,engstrom.jerker@gmail.com,+46 (0)258 379 44,1988-04-23

19870801-1912,Hilda,Nordin,Sjöbacken 77,Ängsholmen,26311,hugo.soderberg@sundqvist.com,+46 145 319 910,1987-08-01

19801022-6542,Reinhold,Henriksson,Eliasson Allé 2,Delary,363 16,zhakansson@gmail.com,+46(0)54402908,1980-10-22

20190515-9108,Engelbrekt,Holm,Strömberggränd 9,Gnesta,48967,karlgunnar.holmgren@gunnarsson.biz,08-927 770 71,2019-05-15

19790303-7389,Olle,Holm,Brunnsbacken 7,Gränna,29849,jerry.lundin@gmail.com,+46 (0)33198546,1979-03-03

19720629-7029,Kai,Axelsson,Sjögatan 4P,Vindeln,16801,markus.sjogren@gmail.com,011929846,1972-06-29

19930919-3985,Irene,Pettersson,Forsberggränd 2D,Östra Frölunda,739 20,marjatta.larsson@gmail.com,+46 483 549 428,1993-09-19

20061027-7067,Katrin,Gustafsson,Lillgränd 48O,Husby,540 26,holger.bergstrom@gmail.com,063-785 274,2006-10-27

20211216-1862,Bror,Pålsson,Drottninggatan 4856,Klöverträsk,410 43,clary.lundberg@gmail.com,+46(0)63146037,2021-12-16

20081029-6175,Dag,Claesson,Brunnsgränd 23,Strandhugget,407 18,bsjogren@yahoo.com,08-093 507 54,2008-10-29

19870218-2518,Henric,Söderberg,Claessonliden 38,Östra Husby,28078,ahedlund@olsson.com,+46 (0)338 274 309,1987-02-18

19750523-8623,Magda,Söderberg,Hamnbacken 17G,Årjäng,10827,lofgren.aina@jansson.org,0130-453 07,1975-05-23

20170402-4211,Hugo,Löfgren,Åkessonvägen 3N,Tallvik,68030,dlindberg@yahoo.com,041219989,2017-04-02

19860105-5733,Aina,Strömberg,Sjögatan 5Y,Ljungsarp,980 37,rbjork@yahoo.com,0834-340 13,1986-01-05

19771228-2995,Simon,Ström,Fredsbacken 6624,Ammenäs,29124,christian.pettersson@lindstrom.biz,+46 (0)235 619 952,1977-12-28

20030715-9478,Alice,Åkesson,Holmberggatan 637,Väröbacka,38895,mekstrom@gmail.com,+46 (0)8 872 86 48,2003-07-15

20080508-5887,Therése,Pålsson,Eliassonvägen 366,Stensund och Krymla,297 13,blomqvist.kristian@yahoo.com,047-157 66 75,2008-05-08

20050917-6570,Kenneth,Olofsson,Lillgatan 62V,Sågmyra,652 92,antonia.nordin@henriksson.com,045-239 41 00,2005-09-17

20090113-8241,Dorotea,Persson,Ringgatan 4,Barsebäck,41617,gunnel81@jonsson.com,+46(0)1475456,2009-01-13

19900616-5959,Morgan,Wikström,Ivarssongatan 7656,Ope,414 17,rnorberg@pettersson.com,058-68 89 78,1990-06-16

19880105-5489,Solveig,Jönsson,Ringgatan 8,Reftele,590 51,aoberg@yahoo.com,+46727365564,1988-01-05

19820824-6368,Reidar,Sjögren,Anderssonliden 8J,Forsheda,48563,severin.lund@yahoo.com,049815443,1982-08-24

19711019-7466,Vivan,Gunnarsson,Småstigen 5500,Järpen,402 50,leif08@samuelsson.org,+46 (0)814 176 39,1971-10-19

20180217-6813,Eva-Lena,Jakobsson,Vasagränd 32,Finsta,527 74,vallentin.lindberg@hotmail.com,+46(0)9856977,2018-02-17

20190722-9879,Ellinor,Fransson,Adolfbacken 48Y,Olstorp,642 18,eklund.gottfrid@hotmail.com,+46 (0)6847738,2019-07-22

19860110-1194,Else,Danielsson,Hansen Backe 4072,Ensjön,979 74,elvy95@wallin.biz,+46 (0)52 98 95 87,1986-01-10

19740920-8114,Marianne,Blomqvist,Desiréebacken 9U,Backe,651 75,annacarin93@hotmail.com,+46 624 105 158,1974-09-20

20100623-4238,Karl-Gustav,Jonsson,Andreassonbacken 751,Vallentuna,306 10,gmagnusson@engstrom.com,0824026046,2010-06-23

20180204-8427,Julius,Lund,Lindströmvägen 2,Källby,306 19,qnystrom@gmail.com,+46175875177,2018-02-04

19740330-3676,Liselott,Lindholm,Fransvägen 414,Åhus,863 65,ursula43@strom.com,08-35 14 32,1974-03-30

19910521-3041,Margit,Håkansson,Sjögatan 5,Eksund,43731,bmagnusson@gmail.com,+46(0)2441950,1991-05-21

19810625-4517,Ebba,Claesson,Storbacken 6,Ekerö sommarstad,302 74,dfalk@olofsson.com,0108-490 23,1981-06-25

20060118-1316,Inga-Lena,Sundström,Olofssonstigen 94,Ulvkälla,44715,larsgunnar94@norberg.com,+46 (0)72 94 72 28,2006-01-18

20060407-4122,Ingvor,Dahlberg,Vasastigen 361,Friggesund,132 94,aberg.douglas@hotmail.com,+46 (0)6729664,2006-04-07

19900904-6787,Heinrich,Nilsson,Holm Allé 9D,Ellös,59894,isaksson.nanny@hotmail.com,+46 (0)493 022 75,1990-09-04

19861010-7725,Olof,Ivarsson,Smågatan 79A,Sticklinge udde,795 13,oliver06@yahoo.com,+46 (0)54 89 01 63,1986-10-10

20180405-2642,Eva-Lotta,Lundström,Söderberggränd 517,Måttsund,219 77,msandberg@yahoo.com,061299953,2018-04-05

20200414-0623,Laila,Olsson,Maudbacken 73,Flen,91359,pekstrom@nyberg.biz,08-830 641 24,2020-04-14

20191116-2743,Carl-Johan,Åberg,Jan-Olofgatan 34,Morgongåva,282 24,dahlberg.patrick@hansen.net,+46(0)37700523,2019-11-16

20110527-6350,Inga-Britt,Sundqvist,Dahlberggränd 8,Gullringen,305 10,jonsson.annikki@jonsson.com,082-707 424,2011-05-27

19990125-2308,Thord,Lindgren,Vasabacken 5J,Herrljunga,46941,nakesson@holm.org,+46 (0)6954920,1999-01-25

19811006-5960,Ulla-Britt,Jansson,Hamngränd 8R,Ljungbyhed,349 79,sundstrom.ferdinand@sundberg.com,+46 (0)68 43 07 12,1981-10-06

19820612-2905,Gunnel,Lundqvist,Småvägen 1822,Rolfs,260 43,elna.eklund@yahoo.com,+46 (0)9925514,1982-06-12

20160111-1241,Helen,Sandberg,Smågatan 5546,Ljung,439 31,rlindqvist@hotmail.com,08-527 55 26,2016-01-11

20130825-1801,Emma,Eriksson,Mattssonliden 2,Lillpite,993 86,maja34@arvidsson.com,+46(0)28540880,2013-08-25

19950316-8460,Sune,Jansson,Fredsstigen 29,Löwenströmska lasarettet,304 00,lundberg.gullvi@engstrom.com,+46(0)4798347,1995-03-16

19781223-1232,Dick,Mattsson,Hamngatan 40,Sysslebäck,410 98,annalisa85@gmail.com,+46 (0)8 886 92 78,1978-12-23

20180901-0283,Elov,Hermansson,Lundqviststigen 8347,Kalix,63204,eleonora.berg@yahoo.com,+4675163793,2018-09-01

19960114-4387,Emanuel,Jansson,Storstigen 39,Tjörnarp,86553,berggren.rigmor@fredriksson.com,+46 602 143 301,1996-01-14

19940329-2773,Alex,Lundin,Brunnsstigen 1Q,Åsbro,895 93,stromberg.tomas@mattsson.org,080-293 130,1994-03-29

19900911-1440,Ottilia,Larsson,Bergströmgatan 1757,Övre Soppero,67655,sally.hermansson@gmail.com,+46 (0)8 730 95 81,1990-09-11

20141105-4933,Ally,Björklund,Storstigen 95L,Nya Långenäs,769 17,linne11@ek.org,0394647653,2014-11-05

20130919-3662,Vivianne,Lindberg,Melkerstigen 8T,Ryd,920 85,davida.wikstrom@hansson.info,059-567 48 14,2013-09-19

19790518-9069,Linnea,Eliasson,Brunnsbacken 24,Lidatorp och Klövsta,90885,holsson@mattsson.info,+46 186 471 565,1979-05-18

20000724-0715,Runo,Hellström,Gotthardbacken 485,Mjöhult,359 35,bpalsson@olofsson.com,+46(0)49067922,2000-07-24

19870401-6040,Sven-Olov,Åkesson,Ivarsson Backe 9988,Hälleforsnäs,773 36,cathrine71@gmail.com,+463623081,1987-04-01

20150813-3994,Adele,Hansen,Smågatan 9,Lanna,57866,oberg.helny@claesson.com,+46 (0)42 59 13 18,2015-08-13

19961122-7729,Reino,Lindgren,Kennetgränd 3,Viskafors,106 48,hermansson.carl@hotmail.com,+46(0)75642729,1996-11-22

19980507-8172,Viola,Mårtensson,Jannevägen 38,Dvärsätt,79535,mansson.rickard@gmail.com,+46 (0)588 370 43,1998-05-07

19820705-0143,Tove,Mårtensson,Lindströmstigen 2,Byske,85755,frideborg.jonsson@gmail.com,+46(0)7705980,1982-07-05

19810101-1080,Hardy,Jonasson,Emerentiavägen 129,Lyrestad,219 43,lindgren.christian@blomqvist.info,+46(0)988178417,1981-01-01

20021103-8654,Magnhild,Björklund,Berg Gata 48R,Klockrike,86050,terese.bergman@stromberg.com,+46 (0)651 365 36,2002-11-03

19940524-7814,Per-Erik,Jakobsson,Sven-Olovvägen 21,Ransta,232 90,jakobsson.napoleon@yahoo.com,083-910 27 41,1994-05-24

19961016-9486,Greger,Axelsson,Vanjavägen 8T,Kvänum,977 20,patric.blomqvist@nordstrom.com,+46 397 814 624,1996-10-16

20031231-5427,Claes-Göran,Lundqvist,Ferdinandgränd 59H,Skillinge,287 38,magnus65@claesson.org,+4678238149,2003-12-31

19750414-8781,Virginia,Henriksson,Bergqvistgränd 78Q,Garphyttan,95647,ystromberg@gmail.com,+46 (0)111 589 50,1975-04-14

19770318-9653,Britt,Jakobsson,Fredriksson Allé 9493,Åmot,94398,bjorklund.berthold@hotmail.com,059456395,1977-03-18

20060725-6150,Natalia,Claesson,Amaliastigen 14K,Norsjö,159 30,kbergstrom@hansen.com,080447076,2006-07-25

19870623-6976,Emilia,Blom,Drottninggränd 671,Stensjön,490 30,marja67@svensson.biz,08-865 222 41,1987-06-23

19990218-8385,Majvor,Isaksson,Andreassonstigen 62W,Furusjö,646 77,nordstrom.kristin@hotmail.com,+46(0)42621434,1999-02-18

19700919-6429,Ann-Kristin,Gustafsson,Lillliden 9V,Lövånger,283 17,bengtsson.aron@yahoo.com,061-364 402,1970-09-19

19760527-5526,Erling,Söderberg,Vasagränd 102,Skärblacka,982 77,larserik.jonsson@eliasson.org,+46 (0)28 92 64 19,1976-05-27

20081119-4048,Anshelm,Sundqvist,Drottningstigen 381,Sörforsa,95484,bodil88@karlsson.com,025-69 22 23,2008-11-19

19940908-6784,Sune,Hansen,Småstigen 31,Sundborn,707 07,strom.vendela@yahoo.com,+46 240 977 679,1994-09-08

19730909-5546,Kristine,Karlsson,Pettersson Gata 6,Brösarp,12998,augustin24@gmail.com,08-98 11 13,1973-09-09

20200720-1579,Johny,Holmqvist,Tyrabacken 729,Pukavik,91073,lindstrom.eva@gmail.com,097-852 493,2020-07-20

19960826-2205,Vendela,Jakobsson,Petragatan 2L,Finnerödja,13607,vhansen@wikstrom.info,+46(0)274254334,1996-08-26

20000718-8339,Stefan,Andersson,Fredsvägen 755,Grisslehamn,46119,johny.soderberg@hotmail.com,+46(0)555825290,2000-07-18

19871218-1673,Daga,Jakobsson,Brunnsgatan 7401,Kvissleby,679 76,anystrom@hotmail.com,+46 (0)83 98 55 30,1987-12-18

20140128-1656,Alexis,Sandström,Storgatan 6,Linneryd,142 44,sandberg.kornelia@olsson.com,061431428,2014-01-28

20141019-2335,Johanna,Bergman,Holmgatan 66,Lucksta,695 81,eddie.lindqvist@yahoo.com,+46 (0)1352467,2014-10-19

20110626-9304,Nicklas,Ivarsson,Berggränd 30K,Bjärsjölagård,800 45,jonsson.thorbjorn@yahoo.com,+46202409675,2011-06-26

19930617-4865,Elvir,Ström,Annistigen 1F,Vidöåsen,59447,laila25@olofsson.info,0115815821,1993-06-17

20090130-1181,Charlotte,Eliasson,Martinsson Backe 7123,Runemo,158 83,elias55@arvidsson.com,0679-752 87,2009-01-30

19781108-7445,Magda,Hansen,Fredsvägen 18B,Borås,60553,olofsson.mattias@hotmail.com,+46 (0)842 918 106,1978-11-08

19730322-7667,Kennet,Mårtensson,Smågränd 1411,Karesuando,28221,willy23@gmail.com,+465422111,1973-03-22

19871011-2608,Thord,Wallin,Brunnsgränd 51I,Resarö,321 59,jjonsson@martensson.com,+46 (0)94599403,1987-10-11

19930427-1839,Helene,Åström,Linnéliden 12F,Höviksnäs,654 10,holmgren.gertie@hotmail.com,08-03 06 29,1993-04-27

19740327-4810,Gilbert,Öberg,Carl-Gustavgränd 2,Hunnebostrand,135 50,viktor.bengtsson@yahoo.com,+46 (0)6700334,1974-03-27

20070425-7825,Elin,Berg,Mattsbacken 1390,Älmhult,40250,katrin60@yahoo.com,019-34 29 59,2007-04-25

19911214-0149,Elsa,Sundqvist,Håkanssonvägen 94,Norrhult-Klavreström,317 20,serafia52@mansson.com,0893-864 28,1991-12-14

19900507-4725,Henrik,Persson,Linnévägen 805,Ölmanäs,74818,frideborg.sundqvist@eliasson.net,0136539708,1990-05-07

19950209-3652,Signe,Pettersson,Vasagränd 4,Klöverträsk,638 03,bergstrom.harald@hotmail.com,08-266 226 88,1995-02-09

19950430-4380,Petra,Isaksson,Lillbacken 6T,Hedeskoga,682 12,martensson.sven@yahoo.com,+46 (0)4910306,1995-04-30

19930828-1568,Herbert,Axelsson,Storgatan 209,Låssby,90586,plofgren@samuelsson.com,042-22 10 91,1993-08-28

19770416-0663,Ingmar,Axelsson,Nyström Gata 590,Roma kyrkby (Lövsta),99760,sundstrom.ronny@jonsson.org,037477092,1977-04-16

19860718-1579,Axel,Andersson,Fredsbacken 2I,Mörlunda,29967,udahlberg@hakansson.org,08-74 82 82,1986-07-18

19771229-5597,Valborg,Holmgren,Wallin Gata 4,Lundsbrunn,77286,hansake.sandberg@yahoo.com,+46 (0)36 47 95 86,1977-12-29

19840815-6666,Renée,Lundström,Ringliden 4B,Österbymo,473 18,gmansson@astrom.com,08-351 70 44,1984-08-15

19900605-9867,Kurt,Pettersson,Svenssongatan 7,Ope,41228,hedlund.charlott@hotmail.com,+462850305,1990-06-05

20131129-5196,Virginia,Arvidsson,Jonssonliden 5,Vika,801 34,jsundstrom@gmail.com,028587583,2013-11-29

20121006-8417,Reinhold,Norberg,Ringliden 651,Mariedal,82087,ipersson@holm.info,038122992,2012-10-06

19711122-1515,Erland,Blomqvist,Lillgatan 22V,Essvik,433 55,julia96@yahoo.com,+46 (0)536 198 498,1971-11-22

19920920-3314,Evald,Ek,Jonsson Backe 962,Arnö,42307,martinsson.heinrich@claesson.com,+4612180639,1992-09-20

20040829-2430,Elfrida,Mårtensson,Nyberg Gata 7,Vaggeryd,75002,sjogren.elvy@gmail.com,+46 (0)92 23 02 59,2004-08-29

20160609-6266,Ingegärd,Hansson,Drottninggatan 6,Emmaljunga,124 40,bergman.karlgustaf@ekstrom.net,+464150295,2016-06-09

19770220-3278,Heinrich,Månsson,Nordströmvägen 7,Åmotfors,56694,nordin.karlgunnar@hotmail.com,+46 (0)80 87 89 31,1977-02-20

19821213-0766,Elly,Samuelsson,Nordin Backe 1963,Vistträsk,28213,vjakobsson@hotmail.com,+46 (0)7549686,1982-12-13

20080610-9217,Ingemar,Nordström,Gustavgatan 3Y,Gårdby,41335,kabrahamsson@hotmail.com,08-987 08 47,2008-06-10

19701216-8428,Ingemar,Dahlberg,Drottningstigen 2,Sandslån,301 62,elly.viklund@yahoo.com,091445020,1970-12-16

19820318-4659,Ada,Fransson,Forsberggränd 4085,Östra Tommarp,78708,gunnar.isaksson@yahoo.com,08-360 425 25,1982-03-18

19990716-3366,Tove,Engström,Åkesson Väg 16,Mörtnäs,787 05,sundberg.fritz@hansen.biz,+46(0)242203540,1999-07-16

19901007-1600,Helga,Berg,Fredsliden 9Y,Bräcke,706 11,ronnie.eliasson@lund.com,+46(0)554388306,1990-10-07

20210306-9258,Margaret,Arvidsson,Evyliden 6924,Nedansjö,47593,teklund@hotmail.com,0128-480 98,2021-03-06

19870913-9112,Mikael,Holmqvist,Andreassonstigen 45,Kärna,118 13,gnilsson@hotmail.com,026-970 685,1987-09-13

20190817-9576,Waldemar,Henriksson,Petterssongränd 3322,Rosenlund,709 12,andrea91@yahoo.com,+46 (0)8 732 57 61,2019-08-17

19820602-7011,Paul,Lundin,Arturbacken 1I,Kallax,802 38,liisa.lund@nordstrom.com,064-48 45 00,1982-06-02

20090711-8094,Henry,Lundberg,Jennygränd 91,Eskilsby och Snugga,219 04,helga21@jonasson.info,+46 (0)294 568 369,2009-07-11

20020405-4347,Jean,Karlsson,Mimmistigen 13E,Vårgårda,87540,samuelsson.jerry@yahoo.com,+46 426 131 299,2002-04-05

20150726-4222,Florence,Ivarsson,Ringgatan 8,Bua,44797,gunnarsson.vilma@hermansson.com,096-85 58 64,2015-07-26

20030514-6019,Leo,Viklund,Åströmgränd 8,Irsta,846 28,uandreasson@yahoo.com,+468392265,2003-05-14

19901021-4555,Petter,Hermansson,Fredsvägen 9Q,Söderby-Karl,72681,knordstrom@hotmail.com,+46 (0)511 964 77,1990-10-21

19700417-4428,Walter,Lundin,Majabacken 2004,Kolsva,98045,bengtsson.lisbeth@gmail.com,+4655152637,1970-04-17

20030409-1774,Eilert,Jakobsson,Marianaliden 4348,Villshärad,218 58,klara.sjoberg@soderberg.com,+46 (0)52 81 65 60,2003-04-09

20180330-9884,Magnus,Pettersson,Selmabacken 9A,Väskinde,149 92,ifalk@dahlberg.com,067933341,2018-03-30

19980208-6817,Fred,Lindgren,Vasabacken 762,Ängelholm,705 07,matilda48@hotmail.com,+46 975 859 836,1998-02-08

